"Read details","讀取詳情"
"Rebuild","重建"
"Rebuild Flat Catalog Category","重建單層目錄分類（Flat Catalog Category）"
"Rebuild Flat Catalog Product","重建單層商品目錄（Flat Catalog Product）"
"Recent Orders","最近的訂單"
"Recommended","推薦"
"Recursive Dir","遞歸目錄"
"Redirect","重定向"
"Refresh","刷新"
"Refresh Now*","即刻刷新*"
"Region/State","省份"
"Release","發佈"
"Release Info","版本信息"
"Release Stability","發佈穩定性"
"Release Version","發佈版本"
"Remote Extension Info","遠程插件信息"
"Remote FTP","遠程FTP"
"Remote URL:","遠程網址："
"Remove","刪除"
"Reports","報告"
"Request Path","要求的Path"
"Required","必選"
"Reset","重置"
"Reset Filter","重置過濾"
"Resize","調整尺寸"
"Resource Access","資源（Resources）使用"
"Resources","資源（Resources）"
"Results","結果"
"Retrieve Password","讀取密碼"
"Return Html Version","返回Html版本"
"Revenue","收入"
"Role","角色"
"Role ID","職責ID"
"Role Info","職責信息"
"Role Information","職責信息"
"Role Name","職責名"
"Role Resources","職責任務權限"
"Role Users","用戶職責"
"Role successfully deleted.","成功刪除角色。"
"Role successfully saved.","成功保存角色。"
"Roles","職責"
"Roles Resources","職責任務權限"
"Rotate CCW","替換 CCW"
"Rotate CW","替換 CW"
"Run","演示"
"Run Profile","演示Profile"
"Run Profile In Popup","在彈出窗口中運行配置文件"
"Run Profile Inside This Window","於同一窗口演示Profile"
"Run in popup","在彈出窗口運行"
"Running... Kill","演示中... 註銷"
"Running:","正在運行："
"SKU","SKU"
"SKU:","SKU:"
"SSL Error: Invalid or self-signed certificate","SSL 錯誤信息：無效或自簽署的認證"
"Sales Report","銷售報告"
"Samples","樣本"
"Save","儲存"
"Save & Generate","儲存並生成"
"Save Account","儲存帳號"
"Save And Continue Edit","保存並繼續修改"
"Save As...","另存為..."
"Save Config","儲存設置"
"Save Currency Rates","儲存貨幣率"
"Save PEAR Config","保存 PEAR 設置"
"Save Profile","儲存用戶信息"
"Save Role","儲存用戶職責"
"Save Template","儲存模版"
"Save User","儲存用戶"
"Save and Continue Editing","保存並繼續修改"
"Save cache settings","保存緩存設置"
"Save data and Create Package","保存數據並創建安裝包"
"Save package with custom package file name","使用自定義包文件明保存安裝包"
"Schedule Merge","附表合併"
"Search","搜尋"
"Search Index","搜索檢索"
"Search Index rebuild error. Please try again later","搜索檢索重建錯誤。請稍後再試"
"Search Index was rebuilt successfully","成功重建搜索檢索"
"Search Term","搜索關鍵詞"
"Search Terms","搜索關鍵詞"
"Select","選擇"
"Select All","全選"
"Select Category","選擇時間目錄分類"
"Select Date","選擇時間"
"Select Range","選擇範圍"
"Select Visible","選擇顯示"
"Select date","選擇時間"
"Select website from map","從地圖選定website"
"Select website to map","Select website to map"
"Selected allow currency ""%s"" is not available in installed currencies","選中的允許貨幣 ""%s"" 不在已安裝貨幣列表中"
"Selected base currency is not available in installed currencies","選中的基準貨幣不在已安裝貨幣列表中"
"Selected default display currency is not available in allowed currencies","選中的默認顯示貨幣不在允許貨幣列表中"
"Selected default display currency is not available in installed currencies","選中的默認顯示貨幣不在已安裝貨幣列表中"
"Sender","發件人"
"Separate email","單個電子郵件"
"Shipment #%s comment added","#%s貨單註解已創建"
"Shipment #%s created","#%s貨單已創建"
"Shipment Comments","貨單註解"
"Shipment History","貨單歷史"
"Shipment was successfully created.","成功建立了運輸。"
"Shipment was successfully sent.","成功發送了運輸。"
"Shipping","配送額"
"Shipping Address","配送地址"
"Shipping Price","運費"
"Shipping address","配送地址"
"Shipping address selection is not applicable","配送地址選項不成立。"
"Shipping method must be specified","請指定配送方式"
"Shipping method selection is not applicable","配送方法選項不成立。"
"Shipping origin","發貨地"
"Shopping Cart from %s","%s的購物車"
"Show Report For:","顯示報告："
"Show Report for","顯示報告"
"Show by","顯示"
"Show reviews","查看評論"
"Sitemap Information","網站地圖信息"
"Size for %s","尺寸 %s"
"Skip category selection","跳過分類選擇"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","這訂單裡的一些商品有不同的發票和貨單類型。您只可以在建立發票後才能創建貨單。"
"Some of the ordered items don't exist in the catalog anymore and will be removed if you try to edit the order.","某些訂購的商品已不在商品目錄中，如果修改訂單，將被刪除。"
"Sorry, this feature is coming soon...","對不起，此功能尚無..."
"Sort Order","排序"
"Specific Countries","指定國家"
"Spreadsheet Name:","表單（Spreadsheet）名："
"Stability","穩定性"
"Staging Store: ","臨時店舖: "
"Staging Website: ","臨時網站: "
"Start Date","開始日期"
"Starting profile execution, please wait...","開始執行用戶信息，請等待..."
"State/Province:","省份"
"Status","狀態"
"Status:","狀態："
"Stock Quantity:","庫存量"
"Stock notification was saved successfully","成功保存庫存提醒"
"Store","商店e"
"Store Email Addresses Section","商店地址單元"
"Store View","商店界面"
"Store:","商店："
"Store: ","商店: "
"Subject","主題"
"Submit","提交"
"Subpackage","分包"
"Subpackage can't be conflicting","分包不能衝突"
"Subpackages","分包"
"Subtotal","小計"
"Subtotal Amount","小計"
"Summary","摘要"
"Summary:","摘要："
"Switch/Solo Only","僅限Switch/Solo"
"Switch/Solo card issue number: %s","Switch/Solo 卡號：%s"
"Switch/Solo card start Date: %s/%s","Switch/Solo 卡開始日期：%s/%s"
"Switch/Solo/Maestro(UK Domestic) Only","僅限 Switch/Solo/Maestro(英國國內)"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(英國國內) 卡號：%s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(英國國內) 開始日期：%s/%s"
"System","系統"
"System Section","系統單元"
"Tag was successfully deleted","成功刪除標籤"
"Tag was successfully saved","成功保存標籤"
"Tags","標籤"
"Target Path","目標路徑"
"Tax","稅額"
"Tb","Tb"
"Template","模版"
"Template Content","模版內容"
"Template Information","模版信息"
"Template Name","模版名"
"Template Subject","模版主題"
"Template Type","模版類型"
"Temporary (302)","暫時 (302)"
"Text","文本"
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","該文件在 Windows 系統下可以使用 <a href=""%s"">%s</a> 解壓"
"The information in this tab has been changed.","此標籤（tab）的信息已更新。"
"This account is","此帳號是"
"This account is inactive.","此帳號沒被啟用。"
"This attribute set don't have attributes which we can use for configurable product","該屬性集沒有可用於配置商品的屬性"
"This attribute shares the same value in all the stores","此屬性和全部商店的值共享。"
"This is a required field.","此為必選項。"
"This product is currently disabled","該商品目前處於禁用狀態"
"This section is not allowed.","此單元不被允許。"
"This tab contains invalid data. Please solve the problem before saving.","此標籤（tab）含有無效屬性。請把該問題解決了才儲存。"
"This user no longer exists","該用戶不存在"
"Thumbnail","縮略圖"
"Time","時間"
"Time selection:","時間選擇："
"Time:","時間："
"To","到"
"Toggle Editor","切換（Toggle）編輯器"
"Tools","工具"
"Top 5 Search Terms","最高的5個搜索關鍵詞"
"Total","總額"
"Total %d records found","共找到%d個記錄"
"Total Amount","總金額"
"Total Invoiced","總發票"
"Total Order Amount","總訂單額"
"Total Refunded","總退貨額"
"Total of %d record(s) were successfully deleted","成功刪除%d個記錄"
"Total of %d record(s) were successfully updated","成功更新%d個記錄"
"Track order","跟蹤訂單"
"Track this shipment","追蹤此貨物"
"Tracking number %s for %s assigned","%s的物流追蹤號%s已被指派。"
"Tracking number can not be empty.","運單號碼不能為空。"
"Transactional Emails","交易郵件"
"Type","類型"
"Type:","類型："
"Unable to find a poll to delete","無法找到要刪除的投票"
"Unable to find a tag to delete","無法找到要刪除的標籤"
"Unable to find a user to delete","無法扎到要刪除的用戶"
"Unable to initialize import model","無法啟動導入模式"
"Unable to save Cron expression","無法保存計劃任務(Cron)表達式"
"Uninstall","卸載"
"Uninstalling $pkg, please wait...","卸載$pkg，請稍候..."
"Uninstalling selected packages, please wait...","正在卸載安裝包，請稍候..."
"Unknown","未知"
"Unknown error","未知錯誤"
"Unselect All","關閉所有顯示"
"Unselect Visible","關閉顯示"
"Update","更新"
"Updated At","更新於"
"Upgrade","升級"
"Upgrade All Available Packages","升級所有可用的安裝包"
"Upgrade all available packages","升級所有可用的安裝包"
"Upgrade all packages","升級所有安裝包"
"Upgrading $pkg, please wait...","正在升級$pkg，請稍候..."
"Upgrading all available packages, please wait...","正在升級所有可用的安裝包，請稍候..."
"Upgrading all packages, please wait...","正在升級所有安裝包，請稍候..."
"Upgrading selected packages, please wait...","正在升級選定的安裝包，請稍候..."
"Upload File","上傳文件"
"Upload Files","上傳文件"
"Upload HTTP Error","HTTP上傳錯誤"
"Upload I/O Error","上傳 I/O 錯誤"
"Upload Local File","上傳本地文件"
"Upload Security Error","安全上傳錯誤"
"Upload and Install","上傳並安裝"
"Upload import file","上傳導入文件"
"Upload local file:","上傳本地文件："
"Url Rewrite Management","網址重寫管理"
"Urlrewrite Information","網址重寫信息"
"Use Config Settings","使用配置（Config）設置"
"Use Default Value","使用默認值"
"Use default","使用缺省值"
"Use website","使用網站值"
"User","用戶"
"User Email","用戶電郵"
"User ID","用戶ID"
"User Info","用戶信息"
"User Information","用戶信息"
"User Name","登錄名字"
"User Name:","用戶名："
"User Role","用戶職責"
"User Roles","用戶職責"
"User Roles Information","用戶職責信息"
"User name","用戶名"
"User was successfully deleted","成功刪除用戶"
"User was successfully saved","成功保存用戶"
"User with the same User Name or Email aleady exists","已有相同的用戶名或電子郵件"
"Users","用戶"
"Value","值"
"Value Delimiter:","值定義符:"
"Version","版本"
"Version:","版本："
"View","查看"
"View Actions XML","查看Actions XML"
"View Statistics for","查看統計"
"Visibility:","顯示於"
"Warning! Empty value can cause problems with CSV format.","警告！空值可能引起 CSV 格式問題。"
"Warning!rnThis action will remove this user from already assigned rolernAre you sure?","Warning!rnThis action will remove this user from already assigned rolernAre you sure?"
"Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?","Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?"
"Warning: Please don't close window during importing/exporting data","警告：導入/導出數據時，請不要關閉窗口"
"Watermark File for %s","水印文件 %s"
"We're in our typing table, coding away more features for Magento. Thank you for your patience.","我們正完善 Magento 的功能，請耐心等候。"
"Web Section","網站單元（Web Section）"
"Web Services","網站服務（Web Services）"
"Web services","網站服務（Web Services）"
"Website","網站"
"Website: ","Website: "
"Websites","Websites"
"Websites / Stores","Websites / Stores"
"What is this?","這是什麼？"
"Wishlist Report","收藏報告"
"Wrong column format","欄目格式錯誤"
"Wrong tab configuration","Tab設置錯誤"
"XML","XML"
"YTD","今年"
"Year","年份"
"Yes","是"
"Yes (only price with tax)","是（僅價格含稅）"
"You can not delete self assigned roles.","不能刪除字節的角色。"
"You cannot delete account of yourself","不能刪除字節的帳號"
"You have","您有"
"You have not enought permissions to login.","沒有權限登錄。"
"You have not enought permissions to use this functionality.","沒有權限使用該功能。"
"You need specify carrier.","您需要指定配送公司"
"You need to specify order items","您需要指定訂購商品"
"You successfully logged out.","您已成功登出。"
"Your answers contain duplicates.","您的答案重複。"
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","您主機裡PHP設置單次文件上傳不能超過 %s，如果您想要上傳更大的文件，請修改 php.ini中post_max_size （目前設置：%s）以及 upload_max_filesize （目前設置：%s）。"
"Zip/Postal Code","郵編"
"Zip/Postal Code:","郵編"
"[ deleted ]","[ 刪除 ]"
"[deleted]","[刪除]"
"b","b"
"close","關閉"
"critical","關鍵"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","用於基準路徑（路徑必須可讀寫）。例子： ""sitemap/"" 或 ""/"" "
"example: sitemap.xml","例子：sitemap.xml"
"from","從"
"images/logo.gif","images/logo.gif"
"items selected","項被選"
"major","主要"
"md5sum","md5sum"
"minor","次要"
"notice","公告"
"of %s pages"," %s頁"
"or","or"
"per page","每頁"
"store(%s) scope","商店（%s）範圍"
"to","到"
"website(%s) scope","網站（%s）範圍"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}}不建議在正式運行環境下公佈基準不安全網址和基準安全網址。強烈建議您在Magento <a href=""%s"">配置</a>中修改此值。"
"Associated Products","相關單一商品"
